131072...
131072,2,21.5625,3.0546875
131072,3,38.7109375,12.546875
131072,4,78.28125,37.03125
131072,5,156.6796875,109.2890625
131072,6,346.2734375,263.421875
131072,7,654.3828125,707.84375
131072,8,1523.6484375,1671.21875
131072,9,2892.234375,3728.1796875
131072,10,5378.8203125,7885.3359375
131072,11,7976.03125,14018.2421875
131072,12,11052.8515625,22081.1015625
131072,13,15407.5703125,34308.5234375
131072,14,14647.4375,45436.421875
131072,15,13571.0234375,55808.6875
131072,16,10673.5234375,59433.3359375
131072,17,7695.921875,62401.9375
131072,18,6097.6640625,63428.796875
131072,19,4230.6640625,64286.2578125
131072,20,3359.65625,64857.96875
131072,21,1812.8828125,65090.390625
131072,22,1215.890625,65325.1640625
131072,23,380.9765625,65463.9921875
131072,24,329.171875,65503.5546875
131072,25,77.1171875,65520.2109375
131072,26,53.2734375,65531.2421875
131072,27,37.78125,65534.890625
131072,28,1.0,65535.0
131072,29,2.4375,65533.5625
131072,30,1.0,65535.0
131072,31,1.765625,65535.0
131072,32,1.0,65535.0
131072,33,1.0,65535.0
131072,34,1.0,65535.0
131072,35,1.0,65535.0
131072,36,1.0,65535.0
131072,37,1.0,65535.0
131072,38,1.0,65535.0
131072,39,1.0,65535.0
131072,40,1.0,65535.0
131072,41,1.0,65535.0
131072,42,1.0,65535.0
131072,43,1.0,65535.0
131072,44,1.0,65535.0
131072,45,1.0,65535.0
262144...
262144,2,22.9453125,3.578125
262144,3,39.1875,11.453125
262144,4,79.234375,36.7265625
262144,5,169.8515625,112.90625
262144,6,469.7890625,354.1015625
262144,7,883.84375,888.6171875
262144,8,1605.25,1846.2578125
262144,9,3469.53125,4022.71875
262144,10,6706.7578125,9316.8046875
262144,11,12671.6953125,21144.921875
262144,12,18211.2578125,34124.125
262144,13,22824.40625,47342.4296875
262144,14,31831.0703125,74100.1640625
262144,15,30886.46875,95895.9453125
262144,16,28273.9765625,114672.53125
262144,17,16219.8984375,122663.109375
262144,18,13445.859375,125839.4765625
262144,19,11976.4765625,128090.5625
262144,20,7918.0859375,128700.3046875
262144,21,6189.671875,129894.7109375
262144,22,2096.2890625,130533.9921875
262144,23,1095.8359375,130947.8984375
262144,24,928.8828125,130975.6796875
262144,25,654.953125,131002.5078125
262144,26,197.3828125,131038.140625
262144,27,81.671875,131051.46875
262144,28,261.8125,131059.3046875
262144,29,1.0,131071.0
262144,30,1.0,131071.0
262144,31,34.546875,131071.0
262144,32,1.0,131071.0
262144,33,1.0,131071.0
262144,34,1.0,131071.0
262144,35,1.0,131071.0
262144,36,1.0,131071.0
262144,37,1.0,131071.0
262144,38,1.0,131071.0
262144,39,1.0,131071.0
262144,40,1.0,131071.0
262144,41,1.0,131071.0
262144,42,1.0,131071.0
262144,43,1.0,131071.0
262144,44,1.0,131071.0
262144,45,1.0,131071.0
524288...
524288,2,24.53125,3.3828125
524288,3,44.53125,13.3125
524288,4,86.3984375,39.59375
524288,5,197.0703125,119.0546875
524288,6,418.84375,306.8671875
524288,7,1029.9453125,970.859375
524288,8,2392.578125,2641.796875
524288,9,4432.5234375,4892.8828125
524288,10,8375.6171875,11398.359375
524288,11,16709.890625,25808.0078125
524288,12,27167.9375,47045.1953125
524288,13,39830.4296875,77722.125
524288,14,52855.3046875,126626.6328125
524288,15,59217.828125,162295.4765625
524288,16,61428.3671875,213828.5
524288,17,45058.109375,235781.359375
524288,18,30632.34375,246965.2578125
524288,19,28880.40625,252965.1328125
524288,20,19866.1171875,256751.5546875
524288,21,13338.2890625,258906.7734375
524288,22,10080.671875,260209.75
524288,23,5742.296875,261184.84375
524288,24,3322.390625,261614.5703125
524288,25,1695.2578125,261834.4921875
524288,26,833.2734375,262024.59375
524288,27,627.65625,262096.5
524288,28,110.3671875,262136.6015625
524288,29,61.6796875,262132.1640625
524288,30,4.2421875,262136.515625
524288,31,1.0,262143.0
524288,32,1.0,262143.0
